"YEAR_MONTH","SFDC_ACCOUNT_ID","SWIMLANE_MAP","AGE_IN_MONTHS","SUBSCRIBED_ROUTER_COUNT","TERM_MAP","CHURNED_ACCOUNT_FLAG","LOGIN_COUNT","TOTAL_MINUTES","Account_NCM_Permissions","Account_Subscription_Change_License","Account_Subscriptions","Dashboard_Clients_Tab","Devices_Remote_Connect_Connect_to_Device_UI","Devices_Subnav_Network_Interfaces","Devices_Interfaces_Interface_Details","Devices_Toggle_Image","Footer_Contact_Cradlepoint_Link","Footer_Knowledge_Base_Link","Groups_Add","Groups_Commands_Menu","Groups_Configuration_Edit","Groups_Dashboard","Groups_Firmware_Menu","Groups_Group_Data_Usage","Groups_Settings","Groups_Refresh_Button","Notifications","Help_Panel_Button","NetCloud_Perimeter","Network_Interfaces_Commands_Menu","Network_Interfaces_Export_Menu","Network_Interfaces_Filter_All","Reports_Report_Type_Data_Usage","Reports_Report_Type_Signal_Quality","Reports_Run_Report_Button","Routers_Commands_Ping","Routers_Commands_Reboot","Routers_Commands_Restore_to_Defaults","Routers_Commands_Speed_Test","Routers_Commands_Unregister","Routers_Commands_Menu","Routers_Configuration_Edit","Routers_Configuration_Resume_Updates","Routers_Configuration_Summary","Routers_Configuration_Menu","Routers_Device_Dashboard_Link","Routers_Firmware_Retry_Upgrade","Routers_Move","Routers_NetCloud_OS_Menu","Routers_Remote_Connect_Console","Routers_Remote_Connect_Menu","Scheduler_Subnav_Schedules","Scheduler_Tasks_Add","Scheduler_Tasks_Edit","Churn_Probability"
2020-05-01,"0015000000euG45AAE","000000",205,2155,"110",0,567,6527,0,0,2,5,90,15,0,0,0,0,10,1,66,8,2,1,2,2,4,6,1,0,2,0,8,0,4,0,0,1,637,0,1640,7,10,11,105,528,0,486,7,21,125,0,0,0,-7.54171031180917e-18
2020-06-01,"00138000018af5AAAQ","000100",619,799,"001",0,119,248,0,8,4,1,1,2,0,0,0,1,1,0,0,2,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,5,14,0,1,0,4,27,0,1,0,0,2,0,0,0,-9.42930629410643e-18
2020-06-01,"0013800001HjD67AAF","111100",662,904,"110",0,244,1452,0,0,4,0,149,5,0,0,0,0,0,0,0,0,3,0,0,0,3,1,8,0,0,0,0,0,0,0,1,2,5,0,13,19,5,4,43,72,0,77,54,0,161,0,0,0,-1.00342911063533e-17
2021-04-01,"0013800001Lm6NdAAJ","110000",603,1292,"110",0,1200,6421,0,0,0,0,904,12,4,4,0,0,0,0,0,0,0,0,0,0,1,0,2,10,0,2,0,0,0,0,112,0,310,0,493,15,15,5,199,423,0,35,3,1,998,0,0,0,-8.47954519100913e-18
2020-02-01,"0015000000Ux08aAAB","101000",703,3768,"100",0,50,179,0,0,2,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,29,2,0,3,2,4,3,0,0,-8.01225405466788e-18
2021-03-01,"0015000000w4IPUAA2","000000",527,33639,"111",0,6145,17037,45,0,4,3,51,18,11,26,1,0,4,1,26,27,7,0,1,2,36,6,21,0,0,0,0,0,0,3,304,1,8,1,540,34,1059,27,1439,2467,19,187,151,853,1195,3,0,0,-7.20669184051115e-18
2020-12-01,"0015000000d4usgAAA","000000",711,2348,"110",0,247,1281,2,3,5,1,7,32,2,0,0,0,0,0,0,0,0,0,0,0,6,4,6,18,0,0,0,0,0,18,123,1,21,0,191,0,3,0,13,41,0,13,21,13,23,0,0,0,-9.2222236791617e-18
2021-04-01,"0015000000VXfhsAAD","111100",677,4477,"111",0,444,992,1,0,10,0,41,2,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,4,1,14,3,0,0,10,48,0,28,2,0,45,0,0,0,-1.04072566536884e-17
2021-06-01,"0015000000wKEspAAG","111100",680,13472,"111",0,3416,31112,185,0,12,0,705,298,0,59,3,3,101,11,171,95,30,0,16,37,126,22,159,88,16,1,0,0,0,77,150,6,95,71,696,754,350,37,2303,2492,45,523,228,58,941,1,2,0,-5.16513914972094e-18
2021-04-01,"0015000000VWzxWAAT","111100",184,7372,"111",0,963,8162,2,2,28,0,17,25,6,0,0,2,36,35,47,8,11,0,1,40,4,1,2,21,0,0,0,0,0,1,59,1,204,206,540,116,100,22,367,897,4,426,24,1,61,1,1,0,-7.57965738784616e-18
2020-11-01,"0015000000Xxr3YAAR","100000",674,1027,"110",0,718,4768,0,0,0,0,3,0,0,0,0,0,8,1,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,437,0,0,0,462,20,0,0,23,2476,2,49,8,139,156,0,0,0,-8.81998467316958e-18
2020-11-01,"0015000000RuupLAAR","100000",716,889,"110",0,378,2619,0,0,0,0,202,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,49,2,138,0,212,4,28,2,69,66,2,56,16,3,476,0,0,0,-9.35883315289487e-18
2020-11-01,"0015000000d518PAAQ","110000",165,958,"111",0,200,2802,9,0,1,0,202,6,4,0,0,0,8,0,27,1,1,0,0,1,0,0,9,0,0,0,0,0,0,2,13,2,4,1,34,94,32,6,314,28,5,69,29,11,272,0,0,0,-8.72240647764588e-18
2020-07-01,"0015000000unrcwAAA","110000",652,1035,"000",0,50,89,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,-8.15103193274602e-18
2020-07-01,"0015000000w4IPUAA2","000000",527,30183,"111",0,6340,19609,8,4,4,5,63,36,11,27,5,4,21,2,39,38,5,0,3,0,40,12,29,10,5,0,2,0,0,0,141,5,60,0,553,29,274,28,570,1916,34,384,421,1300,1783,0,0,0,-5.87637577487143e-18
2020-11-01,"0015000000qHeumAAC","101100",159,1105,"110",0,197,825,1,7,7,2,3,6,10,3,0,0,0,0,3,7,0,0,0,0,9,0,13,0,0,0,0,0,0,0,3,0,2,0,5,11,3,3,28,27,0,100,0,0,5,0,0,0,-9.99959663683381e-18
2020-12-01,"0013t00001UuYhDAAV","101000",609,1039,"111",0,76,416,4,0,2,1,0,9,14,3,0,0,0,0,0,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,-8.90997345348588e-18
2020-09-01,"00138000018d13xAAA","001100",679,984,"111",0,392,1302,6,1,4,1,36,87,0,0,0,0,1,0,6,0,2,0,0,0,5,1,7,9,0,0,0,0,0,0,7,0,0,2,15,0,11,0,26,352,2,20,5,0,39,1,0,0,-1.00895854171501e-17
2020-08-01,"0015000000Xxr3YAAR","100000",674,1027,"110",0,834,6975,0,0,0,2,5,7,0,0,0,0,1,0,0,7,0,1,2,0,2,0,2,0,7,0,0,0,0,1,486,2,1,0,568,51,0,2,76,2996,0,85,4,226,236,0,0,0,-8.28547300213423e-18
2020-01-01,"0015000000mOeHGAA0","101100",666,1862,"001",0,427,4007,5,0,0,13,98,1,0,0,0,0,19,7,122,87,8,0,2,12,15,0,16,0,0,0,2,1,0,7,31,3,0,146,245,86,71,25,472,309,14,78,53,11,124,0,0,0,-7.72819308547668e-18
2020-02-01,"00138000015tDijAAE","101000",102,1305,"100",0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0315934343434343
2020-05-01,"0015000000sDmNIAA0","001100",671,74,"100",0,31,234,6,0,0,0,17,0,0,0,0,0,11,11,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,8,0,7,0,5,24,0,0,0,-8.58146019522277e-18
2020-12-01,"0013800001SH4DTAA1","001000",87,1015,"111",0,55,354,0,0,0,0,0,6,6,0,0,0,0,0,0,2,0,0,0,0,1,0,12,0,0,0,0,0,0,0,2,0,0,0,6,11,0,0,44,23,0,8,0,0,0,0,0,0,-9.43255890062389e-18
2021-06-01,"001500000134gVCAAY","001000",135,1296,"000",0,433,681,4,0,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,-7.90925484828176e-18
2020-11-01,"0015000000iT5SYAA0","110000",680,949,"111",0,45,4119,2,0,4,0,1,8,0,0,0,0,0,0,4,6,0,0,0,0,5,2,7,0,6,0,0,0,0,8,13,2,0,117,165,210,16,5,596,130,0,112,9,16,32,0,0,0,-9.45966395493603e-18
2021-06-01,"0013800001BdhHCAAZ","110000",633,1860,"110",0,66,330,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,3,0,14,25,49,0,1,0,0,6,0,0,1,0,0,0,0,0,-8.1900632109555e-18
2021-06-01,"0015000000sDmNIAA0","001100",671,1012,"000",0,501,1978,3,0,0,0,20,7,0,0,0,0,4,0,59,5,2,0,0,2,7,0,4,0,0,0,0,0,0,0,60,1,0,1,65,24,36,8,190,106,7,145,23,4,29,0,0,0,-9.86949237613555e-18
2021-01-01,"0015000000LdJeNAAV","110000",725,1297,"111",0,507,3138,6,0,1,1,26,23,0,2,0,0,0,0,0,0,0,0,0,0,9,0,11,1,3,0,0,0,0,6,20,3,339,2,443,5,53,2,74,10,1,20,12,50,113,0,0,0,-9.1398243140528e-18
2021-01-01,"0015000000un8meAAA","001000",630,7925,"011",0,929,3968,8,0,23,2,0,10,0,0,0,0,14,4,105,33,5,1,6,74,138,0,18,0,1,0,0,0,0,96,103,10,6,12,373,110,7,38,276,341,5,145,15,2,15,0,1,0,-8.30498864123896e-18
2021-01-01,"0015000000tqSUIAA2","110000",647,2132,"110",0,188,1112,8,9,100,0,0,11,1,0,0,0,0,0,0,3,1,3,0,0,0,0,2,2,3,1,0,0,0,0,6,0,0,29,45,0,0,0,0,122,0,5,0,0,7,0,0,0,-7.66422515730003e-18
2021-02-01,"0015000000RuupLAAR","100000",716,913,"110",0,625,8240,0,0,0,1,508,5,0,0,0,1,0,0,5,6,0,0,0,0,2,2,7,0,1,0,0,0,0,1,106,26,757,0,937,29,103,4,267,233,3,246,60,4,1169,0,0,0,-7.85829734617494e-18
2021-02-01,"0013800001S3rtEAAR","001000",603,2149,"110",0,1841,7579,13,0,4,0,0,1,0,14,1,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,560,12,0,2,737,94,108,4,336,516,19,244,57,0,9,0,0,0,-8.9078050491409e-18
2021-03-01,"0015000000pHxQdAAK","101100",661,2182,"111",0,434,3772,15,0,9,0,28,12,25,5,0,0,49,0,46,11,2,0,0,0,24,1,21,0,15,0,0,0,0,0,16,6,0,3,32,167,202,8,488,202,16,516,27,4,37,0,0,0,-9.35774895072239e-18
2020-10-01,"0015000000Pwb6dAAB","001000",479,3533,"000",0,134,591,0,0,0,0,0,0,8,5,0,0,0,0,0,18,0,0,0,0,5,0,2,0,0,0,0,0,0,1,4,0,0,0,7,10,4,1,23,57,0,3,2,0,0,0,0,0,-9.91502886737994e-18
2020-04-01,"0015000000Xxk0SAAR","111000",681,1512,"111",0,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,1,0,0,0,0,0,0,-8.91322606000333e-18
2020-05-01,"0013800001PV4MQAA1","100100",724,1012,"111",0,286,1679,0,0,0,4,57,15,3,2,0,0,3,0,5,6,1,0,0,1,10,0,11,0,2,0,1,0,0,1,8,2,0,1,21,107,10,0,179,101,0,20,10,11,74,0,0,0,-8.90238403827848e-18
2020-06-01,"0015000000tEeqgAAC","101000",668,1204,"110",0,48,502,8,0,3,3,8,7,0,0,0,0,1,1,1,3,0,1,3,0,5,1,3,0,1,0,0,0,0,3,0,0,0,0,9,25,2,9,60,10,0,7,4,2,16,0,0,0,-9.43797991148632e-18
2020-09-01,"0015000000tEeqgAAC","101000",668,1204,"110",0,16,91,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,8,1,0,1,3,0,0,0,0,0,-9.62771529167128e-18
2020-08-01,"0013800001U6gkMAAR","101000",600,546,"110",0,63,218,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,22,0,4,0,5,56,0,11,3,0,0,0,0,0,-9.58543140694434e-18
2021-01-01,"0015000000ZgRGEAA3","111100",666,1157,"110",0,223,1245,0,0,7,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,13,4,6,66,103,25,11,0,63,32,0,51,2,2,6,0,0,0,-9.56699997001209e-18
2021-01-01,"0015000000NjEA4AAN","111000",705,6423,"110",0,1018,4108,2,0,2,3,50,14,15,13,1,0,17,1,11,16,0,2,2,0,4,5,12,0,0,0,0,0,0,11,13,0,4,1,92,50,42,37,230,398,0,51,25,187,317,0,0,0,-9.08669840760101e-18
2020-02-01,"00138000018bKtGAAU","001100",613,3668,"111",0,34,1547,1,0,2,4,8,0,0,1,2,0,0,0,2,4,0,0,0,0,19,1,4,0,0,0,0,0,1,1,1,1,1,0,4,3,15,3,70,288,2,17,2,1,12,0,0,0,-9.81528226751127e-18
2020-04-01,"0015000000iT7mwAAC","001100",139,692,"110",0,87,581,0,0,0,0,2,1,5,3,0,0,5,0,2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,1,16,3,18,0,23,60,2,46,5,0,3,0,0,0,-9.99200722162641e-18
2020-02-01,"00138000017eesEAAQ","001100",695,267,"110",0,50,309,2,0,3,3,5,0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,19,52,0,14,4,1,5,1,1,0,-9.24390772261141e-18
2021-03-01,"0013800001Cw6LGAAZ","100100",103,1122,"111",0,4,739,0,0,0,0,36,2,0,0,0,0,1,0,2,16,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,20,5,0,51,34,0,7,0,12,47,0,0,0,-9.53772651135498e-18
2021-03-01,"0013800001Cx8NTAAZ","100000",631,1128,"100",0,174,1167,1,0,1,0,239,0,0,0,0,0,6,3,3,3,1,0,4,2,2,5,0,0,0,0,0,0,0,0,5,10,1,0,24,10,2,15,56,12,0,22,2,3,263,0,0,0,-8.09140081325932e-18
2021-03-01,"0013800001U62buAAB","101100",45,2678,"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127439770493927
2020-10-01,"0015000000aeZKcAAM","101000",703,6866,"110",0,49,193,2,0,0,1,0,3,3,11,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,-7.58182579219113e-18
2020-04-01,"00150000014yWYBAA2","000100",635,2281,"100",0,539,1764,15,0,0,4,51,7,1,5,0,0,9,1,0,2,5,2,0,2,6,0,8,0,0,0,2,0,0,0,0,0,0,12,27,143,3,0,174,252,0,89,7,0,64,1,0,0,-8.05128533287736e-18
2020-12-01,"0015000000cJN7vAAG","111110",665,275574,"110",0,1003,14548,0,0,2,6,11,57,10,20,0,0,13,3,15,12,2,10,2,1,18,6,10,1,5,1,0,0,0,4,25,662,26,3,890,32,57,22,1861,635,5,2852,39,348,414,0,0,0,-6.15284732885524e-18
2021-01-01,"00138000015tWKeAAM","001000",616,5730,"110",0,451,2910,16,0,5,0,0,123,2,2,0,0,21,0,18,42,8,1,0,0,13,6,6,88,11,3,0,0,0,16,9,0,1,2,57,13,9,17,104,129,3,183,30,0,0,0,0,0,-9.16367676184748e-18
2021-05-01,"0015000000Pwb6dAAB","001000",479,4235,"111",0,458,1966,3,0,1,0,0,6,10,2,0,0,0,0,0,8,0,0,0,0,9,0,9,0,0,0,0,0,0,1,7,0,0,0,16,91,11,1,151,47,2,46,15,0,4,0,0,0,-1.05276030948342e-17
2021-05-01,"0015000000qcgkHAAQ","111100",643,12300,"111",0,3382,46784,5,82,96,0,311,31,1,22,0,0,8,6,203,9,3,0,5,9,12,10,15,64,0,0,0,0,0,54,417,97,18,2,637,3095,356,706,7621,2016,10,1157,84,2909,4439,0,0,0,-5.17272856492834e-18
2020-07-01,"0015000000ruQHfAAM","100100",669,1429,"000",0,40,310,4,0,2,2,7,0,0,0,0,0,8,0,13,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,7,2,1,0,9,17,0,2,0,0,10,0,0,0,-8.98695180773235e-18
2020-09-01,"0015000000VXfhsAAD","111100",677,4210,"111",0,792,2068,1,0,8,0,56,5,0,10,0,0,0,0,3,3,0,0,0,0,2,0,4,2,1,0,0,0,0,0,7,0,0,18,67,4,21,1,42,85,0,284,12,1,59,0,0,0,-1.01839110061563e-17
2021-04-01,"0015000000sCDhgAAG","101100",694,1807,"111",0,84,831,11,0,1,8,3,9,0,0,0,0,3,0,20,11,4,0,5,0,6,10,15,0,1,0,0,0,0,1,1,0,2,0,17,3,1,6,29,55,0,3,2,6,12,0,0,0,-9.96707057165924e-18
2020-02-01,"00150000014yWYBAA2","000100",635,2279,"100",0,742,3284,26,0,9,13,213,3,0,138,0,0,9,0,1,2,2,2,1,0,10,1,13,0,0,0,0,1,1,2,7,0,9,10,31,109,14,2,195,326,2,72,6,0,250,0,0,0,-7.71735106375182e-18
2020-08-01,"0013800001SqQLxAAN","101000",602,2503,"110",0,512,5122,6,0,46,1,141,4,0,0,0,1,25,0,1,19,0,0,0,0,14,5,6,4,0,2,0,0,0,0,21,0,0,0,21,29,32,5,166,513,0,471,3,4,187,0,0,0,-9.41738007020909e-18
2020-06-01,"0015000000un8meAAA","001000",630,4119,"010",0,974,1564,3,0,7,0,0,3,0,2,0,0,2,3,79,28,4,0,2,3,35,5,2,0,1,0,53,10,8,8,99,0,0,5,137,18,11,0,47,96,0,10,2,0,1,0,0,0,-7.46039514887276e-18
2020-03-01,"0013800001AKjawAAD","001000",726,1,"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505836235140391
2020-02-01,"0015000000oku1fAAA","111100",690,1407,"111",0,284,4030,8,0,0,8,58,32,0,0,1,0,81,3,97,46,69,0,3,42,8,1,16,4,3,0,0,0,0,6,34,1,20,151,248,35,83,19,217,93,8,59,36,5,84,6,0,0,-8.14344251753862e-18
2021-03-01,"00138000017e9gyAAA","011000",643,1456,"111",0,176,1733,11,1,9,12,8,7,0,4,0,0,1,0,13,10,2,0,1,0,0,0,20,2,0,0,0,0,0,1,5,0,12,0,24,108,0,1,149,127,0,16,8,10,27,0,0,0,-9.85756615223821e-18
2021-01-01,"0015000000esWLsAAM","100100",685,2263,"000",0,43,612,0,0,0,0,29,0,0,0,0,0,0,0,7,1,2,0,0,0,2,0,2,0,0,0,0,0,0,2,4,2,2,0,14,1,11,3,28,20,0,32,2,2,36,0,0,0,-1.0100427438875e-17
2021-02-01,"0013800001SqQLxAAN","101000",602,5652,"110",0,1148,7913,13,1,11,16,122,12,5,2,0,0,15,11,4,13,7,0,0,0,79,2,48,0,2,0,0,0,0,4,73,10,0,1,158,77,35,6,356,868,77,244,129,16,165,0,0,0,-8.21499986092267e-18
2021-02-01,"0013800001NuHBtAAN","001000",73,701,"110",0,66,262,3,0,10,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,34,3,0,0,0,0,0,-8.98912021207732e-18
2020-01-01,"0015000000QVOnOAAX","111100",709,10073,"111",0,3607,28260,10,0,2,52,76,300,0,0,2,0,29,11,85,54,13,2,7,14,67,10,61,2350,6,0,3,0,0,39,440,8,279,203,1488,1190,158,171,2885,1650,3,622,165,1737,2299,0,0,0,-5.74193470548323e-18
2020-01-01,"0015000000r7pd9AAA","001000",642,5274,"000",0,251,2093,4,0,0,0,0,1,0,0,0,0,9,0,141,12,5,0,0,0,9,3,4,0,0,0,1,3,0,0,7,2,3,1,34,23,80,2,152,6,2,199,12,0,0,0,0,0,-9.02489888376934e-18
2021-01-01,"0015000000tQ1mTAAS","001100",508,32579,"111",0,577,2572,0,0,0,0,4,24,0,1,0,0,1,1,1,1,1,0,1,0,2,0,1,0,8,0,14,0,15,1,173,3,20,0,259,1,5,0,15,325,2,214,4,0,20,0,0,0,-8.34401991944844e-18
2021-01-01,"00150000012xAYZAA2","001000",627,1109,"110",0,177,474,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,8,66,0,6,1,0,0,0,0,0,-9.17668718791731e-18
2020-01-01,"00138000017fbtTAAQ","111100",679,2003,"110",0,74,910,0,0,0,6,5,13,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,1,2,0,0,2,138,0,1,154,1,3,0,11,9,1,14,10,0,11,0,0,0,-8.62699668646716e-18
2020-04-01,"0015000000cLAOJAA4","110000",658,786,"110",0,168,1872,2,0,0,1,7,52,1,0,0,0,0,0,1,0,0,0,0,0,3,0,9,0,3,0,3,2,3,3,27,0,0,44,81,43,1,1,71,92,0,2,4,8,22,0,0,0,-9.11922447277558e-18
2021-03-01,"0015000000QC8VOAA1","001100",746,2635,"110",0,239,1167,0,0,0,1,13,11,0,0,0,0,0,0,0,2,0,0,0,0,3,1,2,0,0,0,0,0,0,1,5,0,0,0,10,16,81,6,115,7,3,126,13,4,19,0,0,0,-1.02977522342673e-17
2021-02-01,"0015000000LwyAuAAJ","110000",719,1668,"110",0,16,458,5,0,0,0,14,1,1,0,0,0,0,0,0,1,0,0,0,0,7,0,3,0,0,0,0,0,0,0,24,0,5,0,43,6,0,2,9,18,0,1,5,3,18,0,0,0,-1.03400361189943e-17
2020-01-01,"0015000000rAhzJAAS","111100",696,1856,"110",0,247,1639,5,0,1,12,0,2,0,0,0,0,12,0,17,3,3,0,2,4,5,2,6,0,0,0,0,2,0,0,1,0,15,4,37,64,8,4,172,101,2,39,12,49,62,0,0,0,-9.67650438943313e-18
2020-04-01,"0015000000VXYgvAAH","101000",694,2154,"111",0,228,6048,5,0,0,5,23,54,0,2,0,0,1,1,8,3,2,1,1,0,16,6,7,4,0,0,0,0,1,10,110,28,22,43,497,136,3,21,304,524,0,74,21,106,149,1,0,0,-8.25403113913214e-18
2021-02-01,"0013800001K0BAeAAN","001000",617,2027,"111",0,565,1875,1,0,0,0,4,1,2,9,0,0,6,0,22,0,1,0,0,12,13,2,4,0,0,0,0,0,0,0,11,0,0,1,18,58,12,3,113,132,0,34,7,19,34,0,0,0,-1.00136912650761e-17
2021-02-01,"0015000000rAhzJAAS","111100",696,2335,"110",0,640,3653,8,0,0,2,29,6,3,19,0,0,18,6,23,13,11,0,1,2,5,3,9,1,0,0,0,0,0,9,10,0,9,18,88,279,18,18,649,186,2,59,12,57,109,0,0,0,-9.00104643597466e-18
2020-11-01,"0015000000dqjyPAAQ","001000",697,4759,"110",0,2819,6293,0,0,0,0,3,47,0,26,0,0,2,2,8,24,0,3,4,0,11,1,6,1,2,0,0,0,0,0,575,8,0,8,661,41,19,7,125,353,7,142,17,0,7,0,0,0,-8.71048025374854e-18
2020-11-01,"0015000000XZqVjAAL","101100",678,5950,"110",0,71,1803,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34,0,0,0,37,161,28,1,357,17,4,212,9,13,30,0,0,0,-9.82395588489116e-18
2020-11-01,"0015000000oILPaAAO","110000",684,2354,"111",0,129,628,7,0,4,0,0,1,0,0,0,1,0,1,0,4,0,0,1,0,5,1,4,0,0,0,0,0,0,4,0,0,0,12,36,8,0,1,65,14,0,95,9,0,0,0,1,0,-8.87527898396634e-18
2020-12-01,"00138000018d13xAAA","001100",679,987,"111",0,258,429,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,1,115,0,0,0,0,6,0,0,0,-9.22113947698921e-18
2021-06-01,"00138000018av7IAAQ","110000",663,603,"111",0,286,1596,4,0,0,0,0,5,0,3,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,32,0,10,0,49,75,13,0,122,258,4,37,10,0,0,0,0,0,-1.02424579234706e-17
2020-11-01,"001500000134gVCAAY","001000",135,1082,"000",0,541,1422,3,0,0,0,0,10,0,30,0,0,2,0,3,6,2,0,0,0,7,5,2,1,2,1,0,0,0,0,1,0,0,0,4,1,1,1,11,155,0,3,12,0,0,0,0,0,-9.42280108107152e-18
2021-06-01,"0015000000Xxk0SAAR","111000",681,1580,"110",0,210,2018,0,1,10,0,0,1,0,0,2,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,7,0,51,1,284,75,0,193,30,0,0,0,0,0,-9.27101277692355e-18
2020-04-01,"0015000000soGONAA2","111100",657,871,"110",0,599,2896,11,0,3,9,189,14,1,10,0,0,6,3,25,15,2,0,0,0,27,1,11,2,0,0,8,0,6,10,11,0,6,0,98,33,9,3,170,94,0,29,11,10,320,0,0,0,-8.80697424709975e-18
2020-12-01,"0015000000esWLsAAM","100100",685,2263,"000",0,23,174,0,0,0,1,12,5,0,3,0,0,0,1,0,0,2,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,2,1,0,18,0,0,0,-8.41774566717746e-18
2020-12-01,"0015000000rusFgAAI","110000",664,1180,"111",0,99,835,2,6,9,3,0,10,1,0,0,0,5,2,0,9,5,1,0,0,4,0,1,2,1,0,0,0,0,1,52,0,11,3,76,1,0,0,12,40,0,15,2,2,12,0,0,0,-8.83841611010183e-18
2021-05-01,"00138000018bjlbAAA","000100",112,2583,"111",0,2,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,-5.86011274228415e-18
2020-06-01,"0015000000oK2ekAAC","110000",655,3451,"111",0,388,898,0,0,1,0,0,2,0,1,0,0,2,1,3,3,3,0,0,0,1,3,3,2,0,0,0,1,0,1,59,0,2,0,82,4,8,1,16,40,5,19,7,1,6,0,0,0,-1.00809117997702e-17
2020-02-01,"0013800001Nrpt2AAB","111000",717,2154,"110",0,1540,5654,4,0,0,7,62,9,3,34,0,0,0,0,2,2,0,0,0,0,27,6,8,7,0,0,6,3,14,13,132,1,47,2,318,3,5,12,62,299,0,131,7,23,1016,2,0,0,-8.34076731293099e-18
2020-11-01,"0015000000VXQZ0AAP","111100",703,19402,"110",0,2840,10199,14,1,0,10,46,129,25,98,3,0,11,2,19,9,2,8,2,0,85,9,38,19,12,1,0,0,0,40,22,0,149,3,318,424,47,98,1019,793,5,41,38,15,95,0,0,0,-7.76505595934118e-18
2020-08-01,"0015000000sDmNIAA0","001100",671,376,"000",0,423,1418,0,0,0,3,4,8,0,0,0,0,0,1,13,3,0,0,0,0,5,0,9,0,0,0,1,0,0,0,2,0,0,0,9,8,1,6,107,725,0,133,6,0,3,0,0,0,-9.8955132282752e-18
